"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.01.2020 13:15 - 24.01.2020 13:30","69099","71920"
"24.01.2020 13:30 - 24.01.2020 13:45","68404","71512"
"24.01.2020 13:45 - 24.01.2020 14:00","67543","70782"
"24.01.2020 14:00 - 24.01.2020 14:15","67366","70763"
"24.01.2020 14:15 - 24.01.2020 14:30","67303","70412"
"24.01.2020 14:30 - 24.01.2020 14:45","67263","69930"
"24.01.2020 14:45 - 24.01.2020 15:00","66864","69604"
"24.01.2020 15:00 - 24.01.2020 15:15","66770","69571"
"24.01.2020 15:15 - 24.01.2020 15:30","66208","69295"
"24.01.2020 15:30 - 24.01.2020 15:45","66438","69004"
"24.01.2020 15:45 - 24.01.2020 16:00","66004","68565"
"24.01.2020 16:00 - 24.01.2020 16:15","66086","68826"
"24.01.2020 16:15 - 24.01.2020 16:30","65883","68746"
"24.01.2020 16:30 - 24.01.2020 16:45","66651","69080"
"24.01.2020 16:45 - 24.01.2020 17:00","66707","69734"
"24.01.2020 17:00 - 24.01.2020 17:15","67480","70740"
"24.01.2020 17:15 - 24.01.2020 17:30","68156","71732"
"24.01.2020 17:30 - 24.01.2020 17:45","68594","72376"
"24.01.2020 17:45 - 24.01.2020 18:00","69102","72696"
"24.01.2020 18:00 - 24.01.2020 18:15","68955","72343"
"24.01.2020 18:15 - 24.01.2020 18:30","69025","72003"
"24.01.2020 18:30 - 24.01.2020 18:45","68510","71891"
"24.01.2020 18:45 - 24.01.2020 19:00","68124","71610"
"24.01.2020 19:00 - 24.01.2020 19:15","68126","71009"
"24.01.2020 19:15 - 24.01.2020 19:30","67262","70147"
"24.01.2020 19:30 - 24.01.2020 19:45","66784","69374"
"24.01.2020 19:45 - 24.01.2020 20:00","66384","68508"
"24.01.2020 20:00 - 24.01.2020 20:15","65034","67221"
"24.01.2020 20:15 - 24.01.2020 20:30","63944","66045"
"24.01.2020 20:30 - 24.01.2020 20:45","62977","64798"
"24.01.2020 20:45 - 24.01.2020 21:00","61939","63880"
"24.01.2020 21:00 - 24.01.2020 21:15","61544","63276"
"24.01.2020 21:15 - 24.01.2020 21:30","60829","62753"
"24.01.2020 21:30 - 24.01.2020 21:45","60025","61639"
"24.01.2020 21:45 - 24.01.2020 22:00","59442","60563"
"24.01.2020 22:00 - 24.01.2020 22:15","59503","60965"
"24.01.2020 22:15 - 24.01.2020 22:30","58976","60263"
"24.01.2020 22:30 - 24.01.2020 22:45","57977","59353"
"24.01.2020 22:45 - 24.01.2020 23:00","57324","58735"
"24.01.2020 23:00 - 24.01.2020 23:15","56079","57535"
"24.01.2020 23:15 - 24.01.2020 23:30","55222","56889"
"24.01.2020 23:30 - 24.01.2020 23:45","54554","56202"
"24.01.2020 23:45 - 25.01.2020 00:00","53903","55366"
"25.01.2020 00:00 - 25.01.2020 00:15","52577","54280"
"25.01.2020 00:15 - 25.01.2020 00:30","51321","53705"
"25.01.2020 00:30 - 25.01.2020 00:45","50675","53225"
"25.01.2020 00:45 - 25.01.2020 01:00","50409","52699"
"25.01.2020 01:00 - 25.01.2020 01:15","49492","51793"
"25.01.2020 01:15 - 25.01.2020 01:30","49215","51454"
"25.01.2020 01:30 - 25.01.2020 01:45","48583","51376"
"25.01.2020 01:45 - 25.01.2020 02:00","48550","51096"
"25.01.2020 02:00 - 25.01.2020 02:15","48070","50743"
"25.01.2020 02:15 - 25.01.2020 02:30","48042","50408"
"25.01.2020 02:30 - 25.01.2020 02:45","47803","50510"
"25.01.2020 02:45 - 25.01.2020 03:00","47729","50353"
"25.01.2020 03:00 - 25.01.2020 03:15","47824","50342"
"25.01.2020 03:15 - 25.01.2020 03:30","47813","50266"
"25.01.2020 03:30 - 25.01.2020 03:45","47371","49971"
"25.01.2020 03:45 - 25.01.2020 04:00","47281","50123"
"25.01.2020 04:00 - 25.01.2020 04:15","47654","50078"
"25.01.2020 04:15 - 25.01.2020 04:30","47352","49921"
"25.01.2020 04:30 - 25.01.2020 04:45","46844","50224"
"25.01.2020 04:45 - 25.01.2020 05:00","47057","49923"
"25.01.2020 05:00 - 25.01.2020 05:15","46783","49924"
"25.01.2020 05:15 - 25.01.2020 05:30","46501","49486"
"25.01.2020 05:30 - 25.01.2020 05:45","46320","49345"
"25.01.2020 05:45 - 25.01.2020 06:00","46987","49618"
"25.01.2020 06:00 - 25.01.2020 06:15","47720","49793"
"25.01.2020 06:15 - 25.01.2020 06:30","48018","50228"
"25.01.2020 06:30 - 25.01.2020 06:45","48691","50691"
"25.01.2020 06:45 - 25.01.2020 07:00","49831","51450"
"25.01.2020 07:00 - 25.01.2020 07:15","49983","52354"
"25.01.2020 07:15 - 25.01.2020 07:30","50874","53137"
"25.01.2020 07:30 - 25.01.2020 07:45","52483","54149"
"25.01.2020 07:45 - 25.01.2020 08:00","55339","55140"
"25.01.2020 08:00 - 25.01.2020 08:15","54478","56087"
"25.01.2020 08:15 - 25.01.2020 08:30","54676","57058"
"25.01.2020 08:30 - 25.01.2020 08:45","56509","57952"
"25.01.2020 08:45 - 25.01.2020 09:00","56461","58505"
"25.01.2020 09:00 - 25.01.2020 09:15","57223","59555"
"25.01.2020 09:15 - 25.01.2020 09:30","58627","60248"
"25.01.2020 09:30 - 25.01.2020 09:45","58903","60896"
"25.01.2020 09:45 - 25.01.2020 10:00","58693","61563"
"25.01.2020 10:00 - 25.01.2020 10:15","58505","61654"
"25.01.2020 10:15 - 25.01.2020 10:30","58995","62154"
"25.01.2020 10:30 - 25.01.2020 10:45","59704","62178"
"25.01.2020 10:45 - 25.01.2020 11:00","59095","62495"
"25.01.2020 11:00 - 25.01.2020 11:15","60200","62561"
"25.01.2020 11:15 - 25.01.2020 11:30","61300","63050"
"25.01.2020 11:30 - 25.01.2020 11:45","60497","63247"
"25.01.2020 11:45 - 25.01.2020 12:00","61075","63044"
"25.01.2020 12:00 - 25.01.2020 12:15","60035","62937"
"25.01.2020 12:15 - 25.01.2020 12:30","59651","62566"
"25.01.2020 12:30 - 25.01.2020 12:45","59041","62279"
"25.01.2020 12:45 - 25.01.2020 13:00","58946","61844"
"25.01.2020 13:00 - 25.01.2020 13:15","58530","61493"
"25.01.2020 13:15 - 25.01.2020 13:30","58611","60868"
"25.01.2020 13:30 - 25.01.2020 13:45","57267","60457"
"25.01.2020 13:45 - 25.01.2020 14:00","57043","59784"
"25.01.2020 14:00 - 25.01.2020 14:15","56919","59480"
"25.01.2020 14:15 - 25.01.2020 14:30","56516","59343"
"25.01.2020 14:30 - 25.01.2020 14:45","56554","59071"
"25.01.2020 14:45 - 25.01.2020 15:00","56020","58801"
"25.01.2020 15:00 - 25.01.2020 15:15","56345","58554"
"25.01.2020 15:15 - 25.01.2020 15:30","55865","58772"
"25.01.2020 15:30 - 25.01.2020 15:45","56321","58595"
"25.01.2020 15:45 - 25.01.2020 16:00","56463","58588"
"25.01.2020 16:00 - 25.01.2020 16:15","56378","58874"
"25.01.2020 16:15 - 25.01.2020 16:30","56146","59037"
"25.01.2020 16:30 - 25.01.2020 16:45","57836","59503"
"25.01.2020 16:45 - 25.01.2020 17:00","57710","59875"
"25.01.2020 17:00 - 25.01.2020 17:15","58961","61173"
"25.01.2020 17:15 - 25.01.2020 17:30","59582","62253"
"25.01.2020 17:30 - 25.01.2020 17:45","60201","63333"
"25.01.2020 17:45 - 25.01.2020 18:00","60608","63756"
"25.01.2020 18:00 - 25.01.2020 18:15","60918","63848"
"25.01.2020 18:15 - 25.01.2020 18:30","61857","63427"
"25.01.2020 18:30 - 25.01.2020 18:45","60870","63086"
"25.01.2020 18:45 - 25.01.2020 19:00","60056","62362"
"25.01.2020 19:00 - 25.01.2020 19:15","60054","61664"
"25.01.2020 19:15 - 25.01.2020 19:30","59044","61151"
"25.01.2020 19:30 - 25.01.2020 19:45","58698","60594"
"25.01.2020 19:45 - 25.01.2020 20:00","58441","59901"
"25.01.2020 20:00 - 25.01.2020 20:15","56824","58765"
"25.01.2020 20:15 - 25.01.2020 20:30","55531","57859"
"25.01.2020 20:30 - 25.01.2020 20:45","54999","57128"
"25.01.2020 20:45 - 25.01.2020 21:00","54178","56386"
"25.01.2020 21:00 - 25.01.2020 21:15","54148","55713"
"25.01.2020 21:15 - 25.01.2020 21:30","53679","55384"
"25.01.2020 21:30 - 25.01.2020 21:45","53401","55087"
"25.01.2020 21:45 - 25.01.2020 22:00","53192","54674"
"25.01.2020 22:00 - 25.01.2020 22:15","53721","55279"
"25.01.2020 22:15 - 25.01.2020 22:30","53526","54619"
"25.01.2020 22:30 - 25.01.2020 22:45","52636","53737"
"25.01.2020 22:45 - 25.01.2020 23:00","52383","52964"
"25.01.2020 23:00 - 25.01.2020 23:15","51015","52260"
"25.01.2020 23:15 - 25.01.2020 23:30","50576","51818"
"25.01.2020 23:30 - 25.01.2020 23:45","50423","50999"
"25.01.2020 23:45 - 26.01.2020 00:00","49461","50563"
"26.01.2020 00:00 - 26.01.2020 00:15","48205","49261"
"26.01.2020 00:15 - 26.01.2020 00:30","47070","48682"
"26.01.2020 00:30 - 26.01.2020 00:45","46517","47916"
"26.01.2020 00:45 - 26.01.2020 01:00","46391","47385"
"26.01.2020 01:00 - 26.01.2020 01:15","45222","46856"
"26.01.2020 01:15 - 26.01.2020 01:30","45076","46233"
"26.01.2020 01:30 - 26.01.2020 01:45","44674","46124"
"26.01.2020 01:45 - 26.01.2020 02:00","44424","45802"
"26.01.2020 02:00 - 26.01.2020 02:15","44116","45440"
"26.01.2020 02:15 - 26.01.2020 02:30","44106","44902"
"26.01.2020 02:30 - 26.01.2020 02:45","43808","44711"
"26.01.2020 02:45 - 26.01.2020 03:00","43704","44821"
"26.01.2020 03:00 - 26.01.2020 03:15","43979","44887"
"26.01.2020 03:15 - 26.01.2020 03:30","43823","44646"
"26.01.2020 03:30 - 26.01.2020 03:45","43417","44815"
"26.01.2020 03:45 - 26.01.2020 04:00","43277","44643"
"26.01.2020 04:00 - 26.01.2020 04:15","43718","44666"
"26.01.2020 04:15 - 26.01.2020 04:30","43487","44632"
"26.01.2020 04:30 - 26.01.2020 04:45","43009","44657"
"26.01.2020 04:45 - 26.01.2020 05:00","43226","44569"
"26.01.2020 05:00 - 26.01.2020 05:15","42947","44460"
"26.01.2020 05:15 - 26.01.2020 05:30","42401","44530"
"26.01.2020 05:30 - 26.01.2020 05:45","42149","44357"
"26.01.2020 05:45 - 26.01.2020 06:00","42277","43908"
"26.01.2020 06:00 - 26.01.2020 06:15","42778","43586"
"26.01.2020 06:15 - 26.01.2020 06:30","42557","43638"
"26.01.2020 06:30 - 26.01.2020 06:45","43378","43812"
"26.01.2020 06:45 - 26.01.2020 07:00","43509","44063"
"26.01.2020 07:00 - 26.01.2020 07:15","43638","45138"
"26.01.2020 07:15 - 26.01.2020 07:30","44314","45590"
"26.01.2020 07:30 - 26.01.2020 07:45","45557","46051"
"26.01.2020 07:45 - 26.01.2020 08:00","47757","46731"
"26.01.2020 08:00 - 26.01.2020 08:15","46756","47517"
"26.01.2020 08:15 - 26.01.2020 08:30","47431","48208"
"26.01.2020 08:30 - 26.01.2020 08:45","49289","49108"
"26.01.2020 08:45 - 26.01.2020 09:00","49420","49989"
"26.01.2020 09:00 - 26.01.2020 09:15","50444","51099"
"26.01.2020 09:15 - 26.01.2020 09:30","51753","52023"
"26.01.2020 09:30 - 26.01.2020 09:45","51816","52678"
"26.01.2020 09:45 - 26.01.2020 10:00","52193","53255"
"26.01.2020 10:00 - 26.01.2020 10:15","52690","54005"
"26.01.2020 10:15 - 26.01.2020 10:30","53764","54381"
"26.01.2020 10:30 - 26.01.2020 10:45","54336","54912"
"26.01.2020 10:45 - 26.01.2020 11:00","53991","55547"
"26.01.2020 11:00 - 26.01.2020 11:15","55117","56255"
"26.01.2020 11:15 - 26.01.2020 11:30","56591","56406"
"26.01.2020 11:30 - 26.01.2020 11:45","56391","56911"
"26.01.2020 11:45 - 26.01.2020 12:00","57005","56992"
"26.01.2020 12:00 - 26.01.2020 12:15","56183","56875"
"26.01.2020 12:15 - 26.01.2020 12:30","55420","56477"
"26.01.2020 12:30 - 26.01.2020 12:45","55074","55974"
"26.01.2020 12:45 - 26.01.2020 13:00","54802","55693"
"26.01.2020 13:00 - 26.01.2020 13:15","54541","55130"
"26.01.2020 13:15 - 26.01.2020 13:30","54640","54235"
"26.01.2020 13:30 - 26.01.2020 13:45","53115","53936"
"26.01.2020 13:45 - 26.01.2020 14:00","53071","53500"
"26.01.2020 14:00 - 26.01.2020 14:15","52636","52927"
"26.01.2020 14:15 - 26.01.2020 14:30","52212","52435"
"26.01.2020 14:30 - 26.01.2020 14:45","52103","52554"
"26.01.2020 14:45 - 26.01.2020 15:00","51715","52220"
"26.01.2020 15:00 - 26.01.2020 15:15","52180","51955"
"26.01.2020 15:15 - 26.01.2020 15:30","51455","51617"
"26.01.2020 15:30 - 26.01.2020 15:45","51969","51785"
"26.01.2020 15:45 - 26.01.2020 16:00","51989","52003"
"26.01.2020 16:00 - 26.01.2020 16:15","52018","52229"
"26.01.2020 16:15 - 26.01.2020 16:30","51491","52252"
"26.01.2020 16:30 - 26.01.2020 16:45","53864","52768"
"26.01.2020 16:45 - 26.01.2020 17:00","53738","53778"
"26.01.2020 17:00 - 26.01.2020 17:15","55245","55455"
"26.01.2020 17:15 - 26.01.2020 17:30","55963","56830"
"26.01.2020 17:30 - 26.01.2020 17:45","57028","58016"
"26.01.2020 17:45 - 26.01.2020 18:00","57732","58778"
"26.01.2020 18:00 - 26.01.2020 18:15","58539","59216"
"26.01.2020 18:15 - 26.01.2020 18:30","59516","59165"
"26.01.2020 18:30 - 26.01.2020 18:45","58580","58963"
"26.01.2020 18:45 - 26.01.2020 19:00","58070","58791"
"26.01.2020 19:00 - 26.01.2020 19:15","58213","58503"
"26.01.2020 19:15 - 26.01.2020 19:30","57345","57756"
"26.01.2020 19:30 - 26.01.2020 19:45","57046","57817"
"26.01.2020 19:45 - 26.01.2020 20:00","57159","57436"
"26.01.2020 20:00 - 26.01.2020 20:15","56196","57048"
"26.01.2020 20:15 - 26.01.2020 20:30","55325","56058"
"26.01.2020 20:30 - 26.01.2020 20:45","54978","55524"
"26.01.2020 20:45 - 26.01.2020 21:00","54074","54861"
"26.01.2020 21:00 - 26.01.2020 21:15","54236","54632"
"26.01.2020 21:15 - 26.01.2020 21:30","53721","54468"
"26.01.2020 21:30 - 26.01.2020 21:45","53635","54244"
"26.01.2020 21:45 - 26.01.2020 22:00","53953","54508"
"26.01.2020 22:00 - 26.01.2020 22:15","54912","55341"
"26.01.2020 22:15 - 26.01.2020 22:30","54780","55008"
"26.01.2020 22:30 - 26.01.2020 22:45","54034","54201"
"26.01.2020 22:45 - 26.01.2020 23:00","53621","53710"
"26.01.2020 23:00 - 26.01.2020 23:15","52148","53121"
"26.01.2020 23:15 - 26.01.2020 23:30","51574","52234"
"26.01.2020 23:30 - 26.01.2020 23:45","51205","51621"
"26.01.2020 23:45 - 27.01.2020 00:00","50527","50860"
"27.01.2020 00:00 - 27.01.2020 00:15","48917","50308"
"27.01.2020 00:15 - 27.01.2020 00:30","48189","49960"
"27.01.2020 00:30 - 27.01.2020 00:45","47722","49493"
"27.01.2020 00:45 - 27.01.2020 01:00","47306","49213"
"27.01.2020 01:00 - 27.01.2020 01:15","46638","48939"
"27.01.2020 01:15 - 27.01.2020 01:30","46407","48545"
"27.01.2020 01:30 - 27.01.2020 01:45","46126","48348"
"27.01.2020 01:45 - 27.01.2020 02:00","46028","48009"
"27.01.2020 02:00 - 27.01.2020 02:15","45869","48169"
"27.01.2020 02:15 - 27.01.2020 02:30","45810","47873"
"27.01.2020 02:30 - 27.01.2020 02:45","45729","47916"
"27.01.2020 02:45 - 27.01.2020 03:00","45820","47818"
"27.01.2020 03:00 - 27.01.2020 03:15","45940","47985"
"27.01.2020 03:15 - 27.01.2020 03:30","46140","48110"
"27.01.2020 03:30 - 27.01.2020 03:45","46246","48220"
"27.01.2020 03:45 - 27.01.2020 04:00","46500","48545"
"27.01.2020 04:00 - 27.01.2020 04:15","47067","49247"
"27.01.2020 04:15 - 27.01.2020 04:30","47302","49525"
"27.01.2020 04:30 - 27.01.2020 04:45","47837","50527"
"27.01.2020 04:45 - 27.01.2020 05:00","48271","51224"
"27.01.2020 05:00 - 27.01.2020 05:15","49557","53056"
"27.01.2020 05:15 - 27.01.2020 05:30","50047","53798"
"27.01.2020 05:30 - 27.01.2020 05:45","51216","55348"
"27.01.2020 05:45 - 27.01.2020 06:00","52988","57006"
"27.01.2020 06:00 - 27.01.2020 06:15","56196","60265"
"27.01.2020 06:15 - 27.01.2020 06:30","58565","62419"
"27.01.2020 06:30 - 27.01.2020 06:45","60445","64340"
"27.01.2020 06:45 - 27.01.2020 07:00","62115","66257"
"27.01.2020 07:00 - 27.01.2020 07:15","64036","68508"
"27.01.2020 07:15 - 27.01.2020 07:30","65254","69498"
"27.01.2020 07:30 - 27.01.2020 07:45","66229","70389"
"27.01.2020 07:45 - 27.01.2020 08:00","67040","71110"
"27.01.2020 08:00 - 27.01.2020 08:15","67465","72042"
"27.01.2020 08:15 - 27.01.2020 08:30","67821","72373"
"27.01.2020 08:30 - 27.01.2020 08:45","68087","72506"
"27.01.2020 08:45 - 27.01.2020 09:00","68331","72789"
"27.01.2020 09:00 - 27.01.2020 09:15","68086","72247"
"27.01.2020 09:15 - 27.01.2020 09:30","68440","72437"
"27.01.2020 09:30 - 27.01.2020 09:45","68520","72696"
"27.01.2020 09:45 - 27.01.2020 10:00","68652","72841"
"27.01.2020 10:00 - 27.01.2020 10:15","68680","73091"
"27.01.2020 10:15 - 27.01.2020 10:30","68929","73219"
"27.01.2020 10:30 - 27.01.2020 10:45","69118","73491"
"27.01.2020 10:45 - 27.01.2020 11:00","69122","73399"
"27.01.2020 11:00 - 27.01.2020 11:15","69204","73263"
"27.01.2020 11:15 - 27.01.2020 11:30","69733","73787"
"27.01.2020 11:30 - 27.01.2020 11:45","69860","74075"
"27.01.2020 11:45 - 27.01.2020 12:00","70034","73969"
"27.01.2020 12:00 - 27.01.2020 12:15","69506","73597"
"27.01.2020 12:15 - 27.01.2020 12:30","69340","73321"
"27.01.2020 12:30 - 27.01.2020 12:45","69440","73383"
"27.01.2020 12:45 - 27.01.2020 13:00","69404","73456"
"27.01.2020 13:00 - 27.01.2020 13:15","69515","73017"
"27.01.2020 13:15 - 27.01.2020 13:30","69402","73127"
"27.01.2020 13:30 - 27.01.2020 13:45","68931","72594"
"27.01.2020 13:45 - 27.01.2020 14:00","68499","71816"
"27.01.2020 14:00 - 27.01.2020 14:15","68344","71543"
"27.01.2020 14:15 - 27.01.2020 14:30","68358","71354"
"27.01.2020 14:30 - 27.01.2020 14:45","68351","71282"
"27.01.2020 14:45 - 27.01.2020 15:00","68047","71370"
"27.01.2020 15:00 - 27.01.2020 15:15","68046","71193"
"27.01.2020 15:15 - 27.01.2020 15:30","67520","70635"
"27.01.2020 15:30 - 27.01.2020 15:45","67437","70543"
"27.01.2020 15:45 - 27.01.2020 16:00","67161","70227"
"27.01.2020 16:00 - 27.01.2020 16:15","66957","70507"
"27.01.2020 16:15 - 27.01.2020 16:30","66716","70057"
"27.01.2020 16:30 - 27.01.2020 16:45","67322","70394"
"27.01.2020 16:45 - 27.01.2020 17:00","67250","70913"
"27.01.2020 17:00 - 27.01.2020 17:15","67973","72143"
"27.01.2020 17:15 - 27.01.2020 17:30","68607","72824"
"27.01.2020 17:30 - 27.01.2020 17:45","69438","73366"
"27.01.2020 17:45 - 27.01.2020 18:00","70025","73613"
"27.01.2020 18:00 - 27.01.2020 18:15","70124","73335"
"27.01.2020 18:15 - 27.01.2020 18:30","70475","72792"
"27.01.2020 18:30 - 27.01.2020 18:45","70107","72707"
"27.01.2020 18:45 - 27.01.2020 19:00","69878","72557"
"27.01.2020 19:00 - 27.01.2020 19:15","69671","71769"
"27.01.2020 19:15 - 27.01.2020 19:30","68830","71016"
"27.01.2020 19:30 - 27.01.2020 19:45","68319","70607"
"27.01.2020 19:45 - 27.01.2020 20:00","67999","69762"
"27.01.2020 20:00 - 27.01.2020 20:15","66685","68520"
"27.01.2020 20:15 - 27.01.2020 20:30","65432","67328"
"27.01.2020 20:30 - 27.01.2020 20:45","64475","66176"
"27.01.2020 20:45 - 27.01.2020 21:00","63581","65283"
"27.01.2020 21:00 - 27.01.2020 21:15","62989","64714"
"27.01.2020 21:15 - 27.01.2020 21:30","62207","63623"
"27.01.2020 21:30 - 27.01.2020 21:45","61733","62859"
"27.01.2020 21:45 - 27.01.2020 22:00","60954","61646"
"27.01.2020 22:00 - 27.01.2020 22:15","60953","62037"
"27.01.2020 22:15 - 27.01.2020 22:30","60288","61387"
"27.01.2020 22:30 - 27.01.2020 22:45","58942","60396"
"27.01.2020 22:45 - 27.01.2020 23:00","58158","59262"
"27.01.2020 23:00 - 27.01.2020 23:15","56653","58290"
"27.01.2020 23:15 - 27.01.2020 23:30","55791","57245"
"27.01.2020 23:30 - 27.01.2020 23:45","55234","56397"
"27.01.2020 23:45 - 28.01.2020 00:00","54526","55673"
"28.01.2020 00:00 - 28.01.2020 00:15","54941","54122"
"28.01.2020 00:15 - 28.01.2020 00:30","53953","53412"
"28.01.2020 00:30 - 28.01.2020 00:45","53301","52946"
"28.01.2020 00:45 - 28.01.2020 01:00","52802","52549"
"28.01.2020 01:00 - 28.01.2020 01:15","52010","51975"
"28.01.2020 01:15 - 28.01.2020 01:30","51686","52123"
"28.01.2020 01:30 - 28.01.2020 01:45","51435","51986"
"28.01.2020 01:45 - 28.01.2020 02:00","51205","51636"
"28.01.2020 02:00 - 28.01.2020 02:15","50858","51479"
"28.01.2020 02:15 - 28.01.2020 02:30","50705","51210"
"28.01.2020 02:30 - 28.01.2020 02:45","50649","51446"
"28.01.2020 02:45 - 28.01.2020 03:00","50773","51271"
"28.01.2020 03:00 - 28.01.2020 03:15","50792","51665"
"28.01.2020 03:15 - 28.01.2020 03:30","51058","52278"
"28.01.2020 03:30 - 28.01.2020 03:45","51000","52490"
"28.01.2020 03:45 - 28.01.2020 04:00","51210","52307"
"28.01.2020 04:00 - 28.01.2020 04:15","51605","53074"
"28.01.2020 04:15 - 28.01.2020 04:30","51992","53586"
"28.01.2020 04:30 - 28.01.2020 04:45","52404","54242"
"28.01.2020 04:45 - 28.01.2020 05:00","52922","54773"
"28.01.2020 05:00 - 28.01.2020 05:15","53838","56341"
"28.01.2020 05:15 - 28.01.2020 05:30","54442","57079"
"28.01.2020 05:30 - 28.01.2020 05:45","55504","58382"
"28.01.2020 05:45 - 28.01.2020 06:00","56911","59626"
"28.01.2020 06:00 - 28.01.2020 06:15","59829","62188"
"28.01.2020 06:15 - 28.01.2020 06:30","61923","64340"
"28.01.2020 06:30 - 28.01.2020 06:45","63626","66072"
"28.01.2020 06:45 - 28.01.2020 07:00","65009","67573"
"28.01.2020 07:00 - 28.01.2020 07:15","66951","69598"
"28.01.2020 07:15 - 28.01.2020 07:30","68067","70787"
"28.01.2020 07:30 - 28.01.2020 07:45","68434","71835"
"28.01.2020 07:45 - 28.01.2020 08:00","69049","72324"
"28.01.2020 08:00 - 28.01.2020 08:15","69538","73058"
"28.01.2020 08:15 - 28.01.2020 08:30","69714","73373"
"28.01.2020 08:30 - 28.01.2020 08:45","70015","73604"
"28.01.2020 08:45 - 28.01.2020 09:00","70386","73614"
"28.01.2020 09:00 - 28.01.2020 09:15","70253","73652"
"28.01.2020 09:15 - 28.01.2020 09:30","70671","73609"
"28.01.2020 09:30 - 28.01.2020 09:45","70875","73896"
"28.01.2020 09:45 - 28.01.2020 10:00","71266","74089"
"28.01.2020 10:00 - 28.01.2020 10:15","71312","74388"
"28.01.2020 10:15 - 28.01.2020 10:30","71536","74369"
"28.01.2020 10:30 - 28.01.2020 10:45","71647","74386"
"28.01.2020 10:45 - 28.01.2020 11:00","71850","74866"
"28.01.2020 11:00 - 28.01.2020 11:15","71940","74951"
"28.01.2020 11:15 - 28.01.2020 11:30","72265","75038"
"28.01.2020 11:30 - 28.01.2020 11:45","72206","74959"
"28.01.2020 11:45 - 28.01.2020 12:00","72067","74891"
"28.01.2020 12:00 - 28.01.2020 12:15","71401","74681"
"28.01.2020 12:15 - 28.01.2020 12:30","71167","74389"
"28.01.2020 12:30 - 28.01.2020 12:45","71138","74221"
"28.01.2020 12:45 - 28.01.2020 13:00","71113","74106"
"28.01.2020 13:00 - 28.01.2020 13:15","71076","74405"
"28.01.2020 13:15 - 28.01.2020 13:30","70819","74273"
"28.01.2020 13:30 - 28.01.2020 13:45","70420","74206"
"28.01.2020 13:45 - 28.01.2020 14:00","70108","73683"
"28.01.2020 14:00 - 28.01.2020 14:15","69859","74060"
"28.01.2020 14:15 - 28.01.2020 14:30","69704","74020"
"28.01.2020 14:30 - 28.01.2020 14:45","69578","73872"
"28.01.2020 14:45 - 28.01.2020 15:00","69315","73833"
"28.01.2020 15:00 - 28.01.2020 15:15","69326","74129"
"28.01.2020 15:15 - 28.01.2020 15:30","69027","73808"
"28.01.2020 15:30 - 28.01.2020 15:45","68754","73293"
"28.01.2020 15:45 - 28.01.2020 16:00","68591","72781"
"28.01.2020 16:00 - 28.01.2020 16:15","68567","72672"
"28.01.2020 16:15 - 28.01.2020 16:30","68588","72818"
"28.01.2020 16:30 - 28.01.2020 16:45","68979","72745"
"28.01.2020 16:45 - 28.01.2020 17:00","69169","72641"
"28.01.2020 17:00 - 28.01.2020 17:15","69967","73661"
"28.01.2020 17:15 - 28.01.2020 17:30","70780","75314"
"28.01.2020 17:30 - 28.01.2020 17:45","71694","76098"
"28.01.2020 17:45 - 28.01.2020 18:00","72331","76523"
"28.01.2020 18:00 - 28.01.2020 18:15","72557","75541"
"28.01.2020 18:15 - 28.01.2020 18:30","72494","75228"
"28.01.2020 18:30 - 28.01.2020 18:45","72311","75205"
"28.01.2020 18:45 - 28.01.2020 19:00","72191","75322"
"28.01.2020 19:00 - 28.01.2020 19:15","71984","74693"
"28.01.2020 19:15 - 28.01.2020 19:30","70907","74265"
"28.01.2020 19:30 - 28.01.2020 19:45","70313","73665"
"28.01.2020 19:45 - 28.01.2020 20:00","69938","72867"
"28.01.2020 20:00 - 28.01.2020 20:15","68472","71766"
"28.01.2020 20:15 - 28.01.2020 20:30","67257","70238"
"28.01.2020 20:30 - 28.01.2020 20:45","66305","69315"
"28.01.2020 20:45 - 28.01.2020 21:00","65360","68171"
"28.01.2020 21:00 - 28.01.2020 21:15","64570","67146"
"28.01.2020 21:15 - 28.01.2020 21:30","63975","66219"
"28.01.2020 21:30 - 28.01.2020 21:45","63170","65479"
"28.01.2020 21:45 - 28.01.2020 22:00","62691","64730"
"28.01.2020 22:00 - 28.01.2020 22:15","62641","64198"
"28.01.2020 22:15 - 28.01.2020 22:30","61801","63409"
"28.01.2020 22:30 - 28.01.2020 22:45","60753","62583"
"28.01.2020 22:45 - 28.01.2020 23:00","59759","61774"
"28.01.2020 23:00 - 28.01.2020 23:15","58420","60588"
"28.01.2020 23:15 - 28.01.2020 23:30","57616","59459"
"28.01.2020 23:30 - 28.01.2020 23:45","56811","58494"
"28.01.2020 23:45 - 29.01.2020 00:00","56272","57767"
"29.01.2020 00:00 - 29.01.2020 00:15","54871","57570"
"29.01.2020 00:15 - 29.01.2020 00:30","53630","57101"
"29.01.2020 00:30 - 29.01.2020 00:45","53131","56410"
"29.01.2020 00:45 - 29.01.2020 01:00","52601","55832"
"29.01.2020 01:00 - 29.01.2020 01:15","52127","55046"
"29.01.2020 01:15 - 29.01.2020 01:30","51497","54544"
"29.01.2020 01:30 - 29.01.2020 01:45","51175","54236"
"29.01.2020 01:45 - 29.01.2020 02:00","51254","53953"
