"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"12.01.2019 10:30 - 12.01.2019 10:45","58711","63328"
"12.01.2019 10:45 - 12.01.2019 11:00","58806","63775"
"12.01.2019 11:00 - 12.01.2019 11:15","59503","64065"
"12.01.2019 11:15 - 12.01.2019 11:30","59854","64569"
"12.01.2019 11:30 - 12.01.2019 11:45","60193","64677"
"12.01.2019 11:45 - 12.01.2019 12:00","59886","64703"
"12.01.2019 12:00 - 12.01.2019 12:15","59516","64414"
"12.01.2019 12:15 - 12.01.2019 12:30","59724","64411"
"12.01.2019 12:30 - 12.01.2019 12:45","59158","64143"
"12.01.2019 12:45 - 12.01.2019 13:00","59007","63716"
"12.01.2019 13:00 - 12.01.2019 13:15","58654","63285"
"12.01.2019 13:15 - 12.01.2019 13:30","58336","62537"
"12.01.2019 13:30 - 12.01.2019 13:45","57749","62337"
"12.01.2019 13:45 - 12.01.2019 14:00","57300","61954"
"12.01.2019 14:00 - 12.01.2019 14:15","56861","61749"
"12.01.2019 14:15 - 12.01.2019 14:30","56142","61381"
"12.01.2019 14:30 - 12.01.2019 14:45","56170","61470"
"12.01.2019 14:45 - 12.01.2019 15:00","56423","61161"
"12.01.2019 15:00 - 12.01.2019 15:15","56832","61006"
"12.01.2019 15:15 - 12.01.2019 15:30","56331","60927"
"12.01.2019 15:30 - 12.01.2019 15:45","56200","60892"
"12.01.2019 15:45 - 12.01.2019 16:00","56188","60958"
"12.01.2019 16:00 - 12.01.2019 16:15","56763","61156"
"12.01.2019 16:15 - 12.01.2019 16:30","57410","61557"
"12.01.2019 16:30 - 12.01.2019 16:45","58156","62127"
"12.01.2019 16:45 - 12.01.2019 17:00","58271","63256"
"12.01.2019 17:00 - 12.01.2019 17:15","59661","64337"
"12.01.2019 17:15 - 12.01.2019 17:30","60422","64723"
"12.01.2019 17:30 - 12.01.2019 17:45","60680","64642"
"12.01.2019 17:45 - 12.01.2019 18:00","61154","64587"
"12.01.2019 18:00 - 12.01.2019 18:15","61286","64921"
"12.01.2019 18:15 - 12.01.2019 18:30","61343","64353"
"12.01.2019 18:30 - 12.01.2019 18:45","61364","64029"
"12.01.2019 18:45 - 12.01.2019 19:00","60514","63850"
"12.01.2019 19:00 - 12.01.2019 19:15","60115","63229"
"12.01.2019 19:15 - 12.01.2019 19:30","59821","62495"
"12.01.2019 19:30 - 12.01.2019 19:45","59226","61736"
"12.01.2019 19:45 - 12.01.2019 20:00","58024","61328"
"12.01.2019 20:00 - 12.01.2019 20:15","57566","60457"
"12.01.2019 20:15 - 12.01.2019 20:30","56149","59178"
"12.01.2019 20:30 - 12.01.2019 20:45","55514","58096"
"12.01.2019 20:45 - 12.01.2019 21:00","54973","57555"
"12.01.2019 21:00 - 12.01.2019 21:15","54052","56650"
"12.01.2019 21:15 - 12.01.2019 21:30","53576","56259"
"12.01.2019 21:30 - 12.01.2019 21:45","53724","55640"
"12.01.2019 21:45 - 12.01.2019 22:00","53554","55346"
"12.01.2019 22:00 - 12.01.2019 22:15","53922","55763"
"12.01.2019 22:15 - 12.01.2019 22:30","52496","55137"
"12.01.2019 22:30 - 12.01.2019 22:45","52588","54349"
"12.01.2019 22:45 - 12.01.2019 23:00","51412","53767"
"12.01.2019 23:00 - 12.01.2019 23:15","50860","53161"
"12.01.2019 23:15 - 12.01.2019 23:30","49888","52519"
"12.01.2019 23:30 - 12.01.2019 23:45","48647","51897"
"12.01.2019 23:45 - 13.01.2019 00:00","48080","50969"
"13.01.2019 00:00 - 13.01.2019 00:15","48248","49785"
"13.01.2019 00:15 - 13.01.2019 00:30","47659","48871"
"13.01.2019 00:30 - 13.01.2019 00:45","47151","48309"
"13.01.2019 00:45 - 13.01.2019 01:00","46656","47559"
"13.01.2019 01:00 - 13.01.2019 01:15","46159","47052"
"13.01.2019 01:15 - 13.01.2019 01:30","45722","46695"
"13.01.2019 01:30 - 13.01.2019 01:45","45518","46314"
"13.01.2019 01:45 - 13.01.2019 02:00","45220","45778"
"13.01.2019 02:00 - 13.01.2019 02:15","44919","45558"
"13.01.2019 02:15 - 13.01.2019 02:30","44688","45298"
"13.01.2019 02:30 - 13.01.2019 02:45","44668","44910"
"13.01.2019 02:45 - 13.01.2019 03:00","44628","44826"
"13.01.2019 03:00 - 13.01.2019 03:15","44555","44531"
"13.01.2019 03:15 - 13.01.2019 03:30","44497","44368"
"13.01.2019 03:30 - 13.01.2019 03:45","44430","44366"
"13.01.2019 03:45 - 13.01.2019 04:00","44404","44239"
"13.01.2019 04:00 - 13.01.2019 04:15","44489","44272"
"13.01.2019 04:15 - 13.01.2019 04:30","44474","44025"
"13.01.2019 04:30 - 13.01.2019 04:45","44476","44381"
"13.01.2019 04:45 - 13.01.2019 05:00","44464","44281"
"13.01.2019 05:00 - 13.01.2019 05:15","44523","44313"
"13.01.2019 05:15 - 13.01.2019 05:30","44087","44068"
"13.01.2019 05:30 - 13.01.2019 05:45","44073","43716"
"13.01.2019 05:45 - 13.01.2019 06:00","43740","43559"
"13.01.2019 06:00 - 13.01.2019 06:15","43104","43235"
"13.01.2019 06:15 - 13.01.2019 06:30","43288","43174"
"13.01.2019 06:30 - 13.01.2019 06:45","43570","43338"
"13.01.2019 06:45 - 13.01.2019 07:00","43887","43866"
"13.01.2019 07:00 - 13.01.2019 07:15","44303","44564"
"13.01.2019 07:15 - 13.01.2019 07:30","44678","45020"
"13.01.2019 07:30 - 13.01.2019 07:45","46517","45868"
"13.01.2019 07:45 - 13.01.2019 08:00","47389","46618"
"13.01.2019 08:00 - 13.01.2019 08:15","48353","47881"
"13.01.2019 08:15 - 13.01.2019 08:30","48883","48655"
"13.01.2019 08:30 - 13.01.2019 08:45","49581","49749"
"13.01.2019 08:45 - 13.01.2019 09:00","50373","50400"
"13.01.2019 09:00 - 13.01.2019 09:15","51415","51866"
"13.01.2019 09:15 - 13.01.2019 09:30","52658","52866"
"13.01.2019 09:30 - 13.01.2019 09:45","53189","53903"
"13.01.2019 09:45 - 13.01.2019 10:00","53703","54762"
"13.01.2019 10:00 - 13.01.2019 10:15","54367","55380"
"13.01.2019 10:15 - 13.01.2019 10:30","54823","56105"
"13.01.2019 10:30 - 13.01.2019 10:45","55103","56943"
"13.01.2019 10:45 - 13.01.2019 11:00","55817","57688"
"13.01.2019 11:00 - 13.01.2019 11:15","56454","58794"
"13.01.2019 11:15 - 13.01.2019 11:30","57047","59549"
"13.01.2019 11:30 - 13.01.2019 11:45","57645","60105"
"13.01.2019 11:45 - 13.01.2019 12:00","57497","60349"
"13.01.2019 12:00 - 13.01.2019 12:15","57268","60147"
"13.01.2019 12:15 - 13.01.2019 12:30","57347","59983"
"13.01.2019 12:30 - 13.01.2019 12:45","56861","59788"
"13.01.2019 12:45 - 13.01.2019 13:00","56666","59448"
"13.01.2019 13:00 - 13.01.2019 13:15","56116","59259"
"13.01.2019 13:15 - 13.01.2019 13:30","55715","58818"
"13.01.2019 13:30 - 13.01.2019 13:45","55582","58749"
"13.01.2019 13:45 - 13.01.2019 14:00","54916","58237"
"13.01.2019 14:00 - 13.01.2019 14:15","54738","58011"
"13.01.2019 14:15 - 13.01.2019 14:30","54104","57888"
"13.01.2019 14:30 - 13.01.2019 14:45","54005","57764"
"13.01.2019 14:45 - 13.01.2019 15:00","54572","57452"
"13.01.2019 15:00 - 13.01.2019 15:15","54809","57549"
"13.01.2019 15:15 - 13.01.2019 15:30","54167","57268"
"13.01.2019 15:30 - 13.01.2019 15:45","54330","57191"
"13.01.2019 15:45 - 13.01.2019 16:00","54446","57266"
"13.01.2019 16:00 - 13.01.2019 16:15","54737","57620"
"13.01.2019 16:15 - 13.01.2019 16:30","55352","57961"
"13.01.2019 16:30 - 13.01.2019 16:45","55977","58579"
"13.01.2019 16:45 - 13.01.2019 17:00","56582","59250"
"13.01.2019 17:00 - 13.01.2019 17:15","57925","60471"
"13.01.2019 17:15 - 13.01.2019 17:30","58791","61022"
"13.01.2019 17:30 - 13.01.2019 17:45","59541","61558"
"13.01.2019 17:45 - 13.01.2019 18:00","59891","62112"
"13.01.2019 18:00 - 13.01.2019 18:15","60073","62548"
"13.01.2019 18:15 - 13.01.2019 18:30","60332","62240"
"13.01.2019 18:30 - 13.01.2019 18:45","60168","62124"
"13.01.2019 18:45 - 13.01.2019 19:00","59439","61804"
"13.01.2019 19:00 - 13.01.2019 19:15","59312","61400"
"13.01.2019 19:15 - 13.01.2019 19:30","58860","60844"
"13.01.2019 19:30 - 13.01.2019 19:45","58796","60429"
"13.01.2019 19:45 - 13.01.2019 20:00","57636","59913"
"13.01.2019 20:00 - 13.01.2019 20:15","57302","59012"
"13.01.2019 20:15 - 13.01.2019 20:30","56643","58050"
"13.01.2019 20:30 - 13.01.2019 20:45","55651","57403"
"13.01.2019 20:45 - 13.01.2019 21:00","55449","56949"
"13.01.2019 21:00 - 13.01.2019 21:15","54741","56805"
"13.01.2019 21:15 - 13.01.2019 21:30","54489","56421"
"13.01.2019 21:30 - 13.01.2019 21:45","54840","56133"
"13.01.2019 21:45 - 13.01.2019 22:00","54744","56150"
"13.01.2019 22:00 - 13.01.2019 22:15","55515","56840"
"13.01.2019 22:15 - 13.01.2019 22:30","54463","56357"
"13.01.2019 22:30 - 13.01.2019 22:45","54332","55831"
"13.01.2019 22:45 - 13.01.2019 23:00","53098","55261"
"13.01.2019 23:00 - 13.01.2019 23:15","52431","54565"
"13.01.2019 23:15 - 13.01.2019 23:30","51436","53780"
"13.01.2019 23:30 - 13.01.2019 23:45","50436","53139"
"13.01.2019 23:45 - 14.01.2019 00:00","49932","52141"
"14.01.2019 00:00 - 14.01.2019 00:15","49066","51455"
"14.01.2019 00:15 - 14.01.2019 00:30","48673","51047"
"14.01.2019 00:30 - 14.01.2019 00:45","48282","50537"
"14.01.2019 00:45 - 14.01.2019 01:00","47894","49901"
"14.01.2019 01:00 - 14.01.2019 01:15","47630","48892"
"14.01.2019 01:15 - 14.01.2019 01:30","46639","48613"
"14.01.2019 01:30 - 14.01.2019 01:45","47184","48463"
"14.01.2019 01:45 - 14.01.2019 02:00","46752","48253"
"14.01.2019 02:00 - 14.01.2019 02:15","46569","47936"
"14.01.2019 02:15 - 14.01.2019 02:30","46284","47702"
"14.01.2019 02:30 - 14.01.2019 02:45","46878","47646"
"14.01.2019 02:45 - 14.01.2019 03:00","46963","48316"
"14.01.2019 03:00 - 14.01.2019 03:15","46724","48240"
"14.01.2019 03:15 - 14.01.2019 03:30","46841","48311"
"14.01.2019 03:30 - 14.01.2019 03:45","47124","48474"
"14.01.2019 03:45 - 14.01.2019 04:00","47270","48698"
"14.01.2019 04:00 - 14.01.2019 04:15","48325","49273"
"14.01.2019 04:15 - 14.01.2019 04:30","48182","49835"
"14.01.2019 04:30 - 14.01.2019 04:45","48921","50465"
"14.01.2019 04:45 - 14.01.2019 05:00","49516","51199"
"14.01.2019 05:00 - 14.01.2019 05:15","50523","53040"
"14.01.2019 05:15 - 14.01.2019 05:30","51109","53753"
"14.01.2019 05:30 - 14.01.2019 05:45","52381","54991"
"14.01.2019 05:45 - 14.01.2019 06:00","53859","56719"
"14.01.2019 06:00 - 14.01.2019 06:15","56213","59931"
"14.01.2019 06:15 - 14.01.2019 06:30","58918","62362"
"14.01.2019 06:30 - 14.01.2019 06:45","60625","64122"
"14.01.2019 06:45 - 14.01.2019 07:00","62194","66089"
"14.01.2019 07:00 - 14.01.2019 07:15","63622","68448"
"14.01.2019 07:15 - 14.01.2019 07:30","64540","69670"
"14.01.2019 07:30 - 14.01.2019 07:45","64838","70668"
"14.01.2019 07:45 - 14.01.2019 08:00","65910","71549"
"14.01.2019 08:00 - 14.01.2019 08:15","67296","72202"
"14.01.2019 08:15 - 14.01.2019 08:30","67010","72593"
"14.01.2019 08:30 - 14.01.2019 08:45","67390","72751"
"14.01.2019 08:45 - 14.01.2019 09:00","67551","73027"
"14.01.2019 09:00 - 14.01.2019 09:15","67315","72240"
"14.01.2019 09:15 - 14.01.2019 09:30","68474","72721"
"14.01.2019 09:30 - 14.01.2019 09:45","67964","73155"
"14.01.2019 09:45 - 14.01.2019 10:00","68796","73290"
"14.01.2019 10:00 - 14.01.2019 10:15","68585","73074"
"14.01.2019 10:15 - 14.01.2019 10:30","68521","73185"
"14.01.2019 10:30 - 14.01.2019 10:45","68699","73142"
"14.01.2019 10:45 - 14.01.2019 11:00","69014","73363"
"14.01.2019 11:00 - 14.01.2019 11:15","69680","73703"
"14.01.2019 11:15 - 14.01.2019 11:30","69955","73717"
"14.01.2019 11:30 - 14.01.2019 11:45","70118","74093"
"14.01.2019 11:45 - 14.01.2019 12:00","70647","74179"
"14.01.2019 12:00 - 14.01.2019 12:15","69573","73804"
"14.01.2019 12:15 - 14.01.2019 12:30","69706","73542"
"14.01.2019 12:30 - 14.01.2019 12:45","69674","73700"
"14.01.2019 12:45 - 14.01.2019 13:00","69887","73751"
"14.01.2019 13:00 - 14.01.2019 13:15","70069","74028"
"14.01.2019 13:15 - 14.01.2019 13:30","69767","73879"
"14.01.2019 13:30 - 14.01.2019 13:45","69226","73637"
"14.01.2019 13:45 - 14.01.2019 14:00","69459","73175"
"14.01.2019 14:00 - 14.01.2019 14:15","69222","73173"
"14.01.2019 14:15 - 14.01.2019 14:30","68841","73065"
"14.01.2019 14:30 - 14.01.2019 14:45","68756","73094"
"14.01.2019 14:45 - 14.01.2019 15:00","68404","72939"
"14.01.2019 15:00 - 14.01.2019 15:15","67687","72868"
"14.01.2019 15:15 - 14.01.2019 15:30","68832","72269"
"14.01.2019 15:30 - 14.01.2019 15:45","68767","71964"
"14.01.2019 15:45 - 14.01.2019 16:00","68458","71605"
"14.01.2019 16:00 - 14.01.2019 16:15","68492","71633"
"14.01.2019 16:15 - 14.01.2019 16:30","68004","71499"
"14.01.2019 16:30 - 14.01.2019 16:45","66370","71602"
"14.01.2019 16:45 - 14.01.2019 17:00","66659","72720"
"14.01.2019 17:00 - 14.01.2019 17:15","67345","74272"
"14.01.2019 17:15 - 14.01.2019 17:30","67878","75071"
"14.01.2019 17:30 - 14.01.2019 17:45","67796","75507"
"14.01.2019 17:45 - 14.01.2019 18:00","68699","75474"
"14.01.2019 18:00 - 14.01.2019 18:15","68379","74964"
"14.01.2019 18:15 - 14.01.2019 18:30","68379","74456"
"14.01.2019 18:30 - 14.01.2019 18:45","68634","74434"
"14.01.2019 18:45 - 14.01.2019 19:00","67515","74108"
"14.01.2019 19:00 - 14.01.2019 19:15","67410","73485"
"14.01.2019 19:15 - 14.01.2019 19:30","67357","72665"
"14.01.2019 19:30 - 14.01.2019 19:45","67162","72444"
"14.01.2019 19:45 - 14.01.2019 20:00","65844","71735"
"14.01.2019 20:00 - 14.01.2019 20:15","65603","70137"
"14.01.2019 20:15 - 14.01.2019 20:30","64342","68879"
"14.01.2019 20:30 - 14.01.2019 20:45","64171","67971"
"14.01.2019 20:45 - 14.01.2019 21:00","63613","67286"
"14.01.2019 21:00 - 14.01.2019 21:15","63094","66446"
"14.01.2019 21:15 - 14.01.2019 21:30","62640","65470"
"14.01.2019 21:30 - 14.01.2019 21:45","62769","64756"
"14.01.2019 21:45 - 14.01.2019 22:00","61439","63840"
"14.01.2019 22:00 - 14.01.2019 22:15","61253","63591"
"14.01.2019 22:15 - 14.01.2019 22:30","58880","62386"
"14.01.2019 22:30 - 14.01.2019 22:45","59081","61642"
"14.01.2019 22:45 - 14.01.2019 23:00","57470","60753"
"14.01.2019 23:00 - 14.01.2019 23:15","57192","59427"
"14.01.2019 23:15 - 14.01.2019 23:30","55884","58281"
"14.01.2019 23:30 - 14.01.2019 23:45","54213","57589"
"14.01.2019 23:45 - 15.01.2019 00:00","53584","56592"
"15.01.2019 00:00 - 15.01.2019 00:15","54930","56013"
"15.01.2019 00:15 - 15.01.2019 00:30","54258","55467"
"15.01.2019 00:30 - 15.01.2019 00:45","53722","54952"
"15.01.2019 00:45 - 15.01.2019 01:00","53319","54558"
"15.01.2019 01:00 - 15.01.2019 01:15","52954","53701"
"15.01.2019 01:15 - 15.01.2019 01:30","52188","53448"
"15.01.2019 01:30 - 15.01.2019 01:45","52363","53252"
"15.01.2019 01:45 - 15.01.2019 02:00","51952","53547"
"15.01.2019 02:00 - 15.01.2019 02:15","51519","52974"
"15.01.2019 02:15 - 15.01.2019 02:30","51325","52725"
"15.01.2019 02:30 - 15.01.2019 02:45","51672","52725"
"15.01.2019 02:45 - 15.01.2019 03:00","51698","52778"
"15.01.2019 03:00 - 15.01.2019 03:15","51635","52916"
"15.01.2019 03:15 - 15.01.2019 03:30","51763","52844"
"15.01.2019 03:30 - 15.01.2019 03:45","51916","53133"
"15.01.2019 03:45 - 15.01.2019 04:00","51960","53113"
"15.01.2019 04:00 - 15.01.2019 04:15","52598","53538"
"15.01.2019 04:15 - 15.01.2019 04:30","52664","53706"
"15.01.2019 04:30 - 15.01.2019 04:45","53217","54285"
"15.01.2019 04:45 - 15.01.2019 05:00","53729","54852"
"15.01.2019 05:00 - 15.01.2019 05:15","54340","56282"
"15.01.2019 05:15 - 15.01.2019 05:30","54899","56917"
"15.01.2019 05:30 - 15.01.2019 05:45","56152","57946"
"15.01.2019 05:45 - 15.01.2019 06:00","57470","59067"
"15.01.2019 06:00 - 15.01.2019 06:15","59591","61966"
"15.01.2019 06:15 - 15.01.2019 06:30","62173","63766"
"15.01.2019 06:30 - 15.01.2019 06:45","63625","65240"
"15.01.2019 06:45 - 15.01.2019 07:00","65191","67148"
"15.01.2019 07:00 - 15.01.2019 07:15","66818","69466"
"15.01.2019 07:15 - 15.01.2019 07:30","67416","70642"
"15.01.2019 07:30 - 15.01.2019 07:45","68027","71792"
"15.01.2019 07:45 - 15.01.2019 08:00","68914","72785"
"15.01.2019 08:00 - 15.01.2019 08:15","69854","73440"
"15.01.2019 08:15 - 15.01.2019 08:30","69805","73628"
"15.01.2019 08:30 - 15.01.2019 08:45","70126","73679"
"15.01.2019 08:45 - 15.01.2019 09:00","70281","73798"
"15.01.2019 09:00 - 15.01.2019 09:15","69867","73438"
"15.01.2019 09:15 - 15.01.2019 09:30","70673","73320"
"15.01.2019 09:30 - 15.01.2019 09:45","70308","73821"
"15.01.2019 09:45 - 15.01.2019 10:00","70930","73967"
"15.01.2019 10:00 - 15.01.2019 10:15","70817","74512"
"15.01.2019 10:15 - 15.01.2019 10:30","70758","74566"
"15.01.2019 10:30 - 15.01.2019 10:45","70810","74470"
"15.01.2019 10:45 - 15.01.2019 11:00","70936","74691"
"15.01.2019 11:00 - 15.01.2019 11:15","71421","74874"
"15.01.2019 11:15 - 15.01.2019 11:30","71657","75062"
"15.01.2019 11:30 - 15.01.2019 11:45","71844","75045"
"15.01.2019 11:45 - 15.01.2019 12:00","71510","74924"
"15.01.2019 12:00 - 15.01.2019 12:15","71089","74541"
"15.01.2019 12:15 - 15.01.2019 12:30","71289","74355"
"15.01.2019 12:30 - 15.01.2019 12:45","71194","74193"
"15.01.2019 12:45 - 15.01.2019 13:00","71484","74240"
"15.01.2019 13:00 - 15.01.2019 13:15","71479","74332"
"15.01.2019 13:15 - 15.01.2019 13:30","71285","74424"
"15.01.2019 13:30 - 15.01.2019 13:45","71009","74145"
"15.01.2019 13:45 - 15.01.2019 14:00","70714","73793"
"15.01.2019 14:00 - 15.01.2019 14:15","70634","73676"
"15.01.2019 14:15 - 15.01.2019 14:30","70196","73835"
"15.01.2019 14:30 - 15.01.2019 14:45","70371","73768"
"15.01.2019 14:45 - 15.01.2019 15:00","70405","73876"
"15.01.2019 15:00 - 15.01.2019 15:15","70354","73679"
"15.01.2019 15:15 - 15.01.2019 15:30","70415","73489"
"15.01.2019 15:30 - 15.01.2019 15:45","70117","73167"
"15.01.2019 15:45 - 15.01.2019 16:00","70099","73090"
"15.01.2019 16:00 - 15.01.2019 16:15","70174","73109"
"15.01.2019 16:15 - 15.01.2019 16:30","70358","73058"
"15.01.2019 16:30 - 15.01.2019 16:45","70595","73430"
"15.01.2019 16:45 - 15.01.2019 17:00","71422","73821"
"15.01.2019 17:00 - 15.01.2019 17:15","71784","74632"
"15.01.2019 17:15 - 15.01.2019 17:30","72496","75352"
"15.01.2019 17:30 - 15.01.2019 17:45","72561","75695"
"15.01.2019 17:45 - 15.01.2019 18:00","73302","75877"
"15.01.2019 18:00 - 15.01.2019 18:15","72928","75211"
"15.01.2019 18:15 - 15.01.2019 18:30","72895","74762"
"15.01.2019 18:30 - 15.01.2019 18:45","72908","74411"
"15.01.2019 18:45 - 15.01.2019 19:00","71845","74473"
"15.01.2019 19:00 - 15.01.2019 19:15","71449","74115"
"15.01.2019 19:15 - 15.01.2019 19:30","71079","73046"
"15.01.2019 19:30 - 15.01.2019 19:45","70696","72747"
"15.01.2019 19:45 - 15.01.2019 20:00","69303","72026"
"15.01.2019 20:00 - 15.01.2019 20:15","68615","70550"
"15.01.2019 20:15 - 15.01.2019 20:30","67002","69631"
"15.01.2019 20:30 - 15.01.2019 20:45","66358","68924"
"15.01.2019 20:45 - 15.01.2019 21:00","65678","67664"
"15.01.2019 21:00 - 15.01.2019 21:15","64733","66954"
"15.01.2019 21:15 - 15.01.2019 21:30","64079","66103"
"15.01.2019 21:30 - 15.01.2019 21:45","63655","65565"
"15.01.2019 21:45 - 15.01.2019 22:00","62823","64428"
"15.01.2019 22:00 - 15.01.2019 22:15","62816","64085"
"15.01.2019 22:15 - 15.01.2019 22:30","60993","63531"
"15.01.2019 22:30 - 15.01.2019 22:45","60807","62280"
"15.01.2019 22:45 - 15.01.2019 23:00","59205","61251"
"15.01.2019 23:00 - 15.01.2019 23:15","58612","60004"
"15.01.2019 23:15 - 15.01.2019 23:30","57374","58740"
"15.01.2019 23:30 - 15.01.2019 23:45","55939","58256"
"15.01.2019 23:45 - 16.01.2019 00:00","55358","57176"
"16.01.2019 00:00 - 16.01.2019 00:15","55211","56144"
"16.01.2019 00:15 - 16.01.2019 00:30","54516","55232"
"16.01.2019 00:30 - 16.01.2019 00:45","54013","54723"
"16.01.2019 00:45 - 16.01.2019 01:00","53440","53957"
"16.01.2019 01:00 - 16.01.2019 01:15","53104","53404"
"16.01.2019 01:15 - 16.01.2019 01:30","52120","53049"
"16.01.2019 01:30 - 16.01.2019 01:45","52522","52559"
"16.01.2019 01:45 - 16.01.2019 02:00","52054","52343"
"16.01.2019 02:00 - 16.01.2019 02:15","51476","51934"
"16.01.2019 02:15 - 16.01.2019 02:30","51182","51948"
"16.01.2019 02:30 - 16.01.2019 02:45","51688","51629"
"16.01.2019 02:45 - 16.01.2019 03:00","51771","51578"
"16.01.2019 03:00 - 16.01.2019 03:15","51605","51541"
"16.01.2019 03:15 - 16.01.2019 03:30","51805","51878"
"16.01.2019 03:30 - 16.01.2019 03:45","51979","52100"
"16.01.2019 03:45 - 16.01.2019 04:00","52033","52317"
"16.01.2019 04:00 - 16.01.2019 04:15","52827","53000"
"16.01.2019 04:15 - 16.01.2019 04:30","52769","53286"
"16.01.2019 04:30 - 16.01.2019 04:45","53446","53762"
"16.01.2019 04:45 - 16.01.2019 05:00","53875","53820"
"16.01.2019 05:00 - 16.01.2019 05:15","54748","55471"
"16.01.2019 05:15 - 16.01.2019 05:30","55194","55996"
"16.01.2019 05:30 - 16.01.2019 05:45","56400","56968"
"16.01.2019 05:45 - 16.01.2019 06:00","57657","58484"
"16.01.2019 06:00 - 16.01.2019 06:15","59594","61397"
"16.01.2019 06:15 - 16.01.2019 06:30","62212","63777"
"16.01.2019 06:30 - 16.01.2019 06:45","63901","66030"
"16.01.2019 06:45 - 16.01.2019 07:00","65481","68053"
"16.01.2019 07:00 - 16.01.2019 07:15","66924","70146"
"16.01.2019 07:15 - 16.01.2019 07:30","67584","71457"
"16.01.2019 07:30 - 16.01.2019 07:45","68844","72521"
"16.01.2019 07:45 - 16.01.2019 08:00","69652","73157"
"16.01.2019 08:00 - 16.01.2019 08:15","70696","73949"
"16.01.2019 08:15 - 16.01.2019 08:30","70473","74027"
"16.01.2019 08:30 - 16.01.2019 08:45","70669","74079"
"16.01.2019 08:45 - 16.01.2019 09:00","70846","74244"
"16.01.2019 09:00 - 16.01.2019 09:15","70459","73987"
"16.01.2019 09:15 - 16.01.2019 09:30","71581","74005"
"16.01.2019 09:30 - 16.01.2019 09:45","71201","74209"
"16.01.2019 09:45 - 16.01.2019 10:00","71877","74226"
"16.01.2019 10:00 - 16.01.2019 10:15","72009","74510"
"16.01.2019 10:15 - 16.01.2019 10:30","71616","74788"
"16.01.2019 10:30 - 16.01.2019 10:45","71615","75005"
"16.01.2019 10:45 - 16.01.2019 11:00","71620","75189"
"16.01.2019 11:00 - 16.01.2019 11:15","72550","75450"
"16.01.2019 11:15 - 16.01.2019 11:30","72808","75555"
"16.01.2019 11:30 - 16.01.2019 11:45","73170","75562"
"16.01.2019 11:45 - 16.01.2019 12:00","72755","75412"
"16.01.2019 12:00 - 16.01.2019 12:15","71844","75044"
"16.01.2019 12:15 - 16.01.2019 12:30","72066","74762"
"16.01.2019 12:30 - 16.01.2019 12:45","72141","74904"
"16.01.2019 12:45 - 16.01.2019 13:00","72517","74976"
"16.01.2019 13:00 - 16.01.2019 13:15","72430","75329"
"16.01.2019 13:15 - 16.01.2019 13:30","72348","75109"
"16.01.2019 13:30 - 16.01.2019 13:45","71792","74756"
"16.01.2019 13:45 - 16.01.2019 14:00","71632","73928"
"16.01.2019 14:00 - 16.01.2019 14:15","71609","73558"
"16.01.2019 14:15 - 16.01.2019 14:30","71181","73349"
"16.01.2019 14:30 - 16.01.2019 14:45","71220","73232"
"16.01.2019 14:45 - 16.01.2019 15:00","71047","73194"
"16.01.2019 15:00 - 16.01.2019 15:15","70882","73248"
"16.01.2019 15:15 - 16.01.2019 15:30","70858","72893"
"16.01.2019 15:30 - 16.01.2019 15:45","70708","72824"
"16.01.2019 15:45 - 16.01.2019 16:00","70410","72514"
"16.01.2019 16:00 - 16.01.2019 16:15","70392","72307"
"16.01.2019 16:15 - 16.01.2019 16:30","70524","72528"
"16.01.2019 16:30 - 16.01.2019 16:45","70538","72961"
"16.01.2019 16:45 - 16.01.2019 17:00","71547","73518"
"16.01.2019 17:00 - 16.01.2019 17:15","72103","74735"
"16.01.2019 17:15 - 16.01.2019 17:30","72655","75702"
"16.01.2019 17:30 - 16.01.2019 17:45","72453","76262"
"16.01.2019 17:45 - 16.01.2019 18:00","73171","76336"
"16.01.2019 18:00 - 16.01.2019 18:15","72943","75808"
"16.01.2019 18:15 - 16.01.2019 18:30","72804","75378"
"16.01.2019 18:30 - 16.01.2019 18:45","72958","75014"
"16.01.2019 18:45 - 16.01.2019 19:00","71837","74868"
"16.01.2019 19:00 - 16.01.2019 19:15","71361","74632"
"16.01.2019 19:15 - 16.01.2019 19:30","70952","73800"
"16.01.2019 19:30 - 16.01.2019 19:45","70808","73201"
"16.01.2019 19:45 - 16.01.2019 20:00","69400","72615"
"16.01.2019 20:00 - 16.01.2019 20:15","68651","70993"
"16.01.2019 20:15 - 16.01.2019 20:30","66886","69710"
"16.01.2019 20:30 - 16.01.2019 20:45","66359","68579"
"16.01.2019 20:45 - 16.01.2019 21:00","65706","67879"
"16.01.2019 21:00 - 16.01.2019 21:15","64675","67044"
"16.01.2019 21:15 - 16.01.2019 21:30","64031","66300"
"16.01.2019 21:30 - 16.01.2019 21:45","63843","65415"
"16.01.2019 21:45 - 16.01.2019 22:00","63000","64449"
"16.01.2019 22:00 - 16.01.2019 22:15","63044","64069"
"16.01.2019 22:15 - 16.01.2019 22:30","60976","63287"
"16.01.2019 22:30 - 16.01.2019 22:45","61049","62520"
"16.01.2019 22:45 - 16.01.2019 23:00","59371","61493"
"16.01.2019 23:00 - 16.01.2019 23:15","59028","60296"
