"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"01.02.2021 14:00 - 01.02.2021 14:15","67910","71753"
"01.02.2021 14:15 - 01.02.2021 14:30","67730","71710"
"01.02.2021 14:30 - 01.02.2021 14:45","67651","71583"
"01.02.2021 14:45 - 01.02.2021 15:00","67855","71229"
"01.02.2021 15:00 - 01.02.2021 15:15","67691","71330"
"01.02.2021 15:15 - 01.02.2021 15:30","67362","70985"
"01.02.2021 15:30 - 01.02.2021 15:45","67172","70708"
"01.02.2021 15:45 - 01.02.2021 16:00","66738","70316"
"01.02.2021 16:00 - 01.02.2021 16:15","66449","70539"
"01.02.2021 16:15 - 01.02.2021 16:30","66333","70333"
"01.02.2021 16:30 - 01.02.2021 16:45","66575","70246"
"01.02.2021 16:45 - 01.02.2021 17:00","66773","70388"
"01.02.2021 17:00 - 01.02.2021 17:15","67342","71197"
"01.02.2021 17:15 - 01.02.2021 17:30","68183","72092"
"01.02.2021 17:30 - 01.02.2021 17:45","69177","73171"
"01.02.2021 17:45 - 01.02.2021 18:00","69657","73571"
"01.02.2021 18:00 - 01.02.2021 18:15","69476","73671"
"01.02.2021 18:15 - 01.02.2021 18:30","69625","73387"
"01.02.2021 18:30 - 01.02.2021 18:45","69596","73109"
"01.02.2021 18:45 - 01.02.2021 19:00","69027","72797"
"01.02.2021 19:00 - 01.02.2021 19:15","68570","72542"
"01.02.2021 19:15 - 01.02.2021 19:30","67831","71853"
"01.02.2021 19:30 - 01.02.2021 19:45","67620","71113"
"01.02.2021 19:45 - 01.02.2021 20:00","67313","70358"
"01.02.2021 20:00 - 01.02.2021 20:15","65939","69355"
"01.02.2021 20:15 - 01.02.2021 20:30","64488","68272"
"01.02.2021 20:30 - 01.02.2021 20:45","63956","67247"
"01.02.2021 20:45 - 01.02.2021 21:00","62805","66539"
"01.02.2021 21:00 - 01.02.2021 21:15","62225","65607"
"01.02.2021 21:15 - 01.02.2021 21:30","61666","64830"
"01.02.2021 21:30 - 01.02.2021 21:45","61013","63973"
"01.02.2021 21:45 - 01.02.2021 22:00","60511","63309"
"01.02.2021 22:00 - 01.02.2021 22:15","60410","62906"
"01.02.2021 22:15 - 01.02.2021 22:30","59755","62278"
"01.02.2021 22:30 - 01.02.2021 22:45","59147","61418"
"01.02.2021 22:45 - 01.02.2021 23:00","57828","60754"
"01.02.2021 23:00 - 01.02.2021 23:15","56805","59475"
"01.02.2021 23:15 - 01.02.2021 23:30","55686","58580"
"01.02.2021 23:30 - 01.02.2021 23:45","55106","57666"
"01.02.2021 23:45 - 02.02.2021 00:00","54580","56917"
"02.02.2021 00:00 - 02.02.2021 00:15","53621","55583"
"02.02.2021 00:15 - 02.02.2021 00:30","52444","54712"
"02.02.2021 00:30 - 02.02.2021 00:45","52188","54004"
"02.02.2021 00:45 - 02.02.2021 01:00","51554","53197"
"02.02.2021 01:00 - 02.02.2021 01:15","50948","52632"
"02.02.2021 01:15 - 02.02.2021 01:30","50453","52311"
"02.02.2021 01:30 - 02.02.2021 01:45","50230","51958"
"02.02.2021 01:45 - 02.02.2021 02:00","49919","51809"
"02.02.2021 02:00 - 02.02.2021 02:15","49590","51898"
"02.02.2021 02:15 - 02.02.2021 02:30","49650","51771"
"02.02.2021 02:30 - 02.02.2021 02:45","49504","51667"
"02.02.2021 02:45 - 02.02.2021 03:00","49716","51452"
"02.02.2021 03:00 - 02.02.2021 03:15","49661","51292"
"02.02.2021 03:15 - 02.02.2021 03:30","50070","51469"
"02.02.2021 03:30 - 02.02.2021 03:45","50034","51503"
"02.02.2021 03:45 - 02.02.2021 04:00","50277","51591"
"02.02.2021 04:00 - 02.02.2021 04:15","50572","52140"
"02.02.2021 04:15 - 02.02.2021 04:30","50897","52471"
"02.02.2021 04:30 - 02.02.2021 04:45","51167","53126"
"02.02.2021 04:45 - 02.02.2021 05:00","51922","53530"
"02.02.2021 05:00 - 02.02.2021 05:15","52804","55052"
"02.02.2021 05:15 - 02.02.2021 05:30","52936","55798"
"02.02.2021 05:30 - 02.02.2021 05:45","54146","56360"
"02.02.2021 05:45 - 02.02.2021 06:00","55319","57609"
"02.02.2021 06:00 - 02.02.2021 06:15","57978","59924"
"02.02.2021 06:15 - 02.02.2021 06:30","59650","62052"
"02.02.2021 06:30 - 02.02.2021 06:45","61472","63401"
"02.02.2021 06:45 - 02.02.2021 07:00","62788","64947"
"02.02.2021 07:00 - 02.02.2021 07:15","64843","67377"
"02.02.2021 07:15 - 02.02.2021 07:30","65711","68800"
"02.02.2021 07:30 - 02.02.2021 07:45","66680","69697"
"02.02.2021 07:45 - 02.02.2021 08:00","67194","70325"
"02.02.2021 08:00 - 02.02.2021 08:15","68038","71166"
"02.02.2021 08:15 - 02.02.2021 08:30","68454","71922"
"02.02.2021 08:30 - 02.02.2021 08:45","68607","72205"
"02.02.2021 08:45 - 02.02.2021 09:00","69241","72224"
"02.02.2021 09:00 - 02.02.2021 09:15","68654","72143"
"02.02.2021 09:15 - 02.02.2021 09:30","68910","72314"
"02.02.2021 09:30 - 02.02.2021 09:45","69469","72761"
"02.02.2021 09:45 - 02.02.2021 10:00","69611","72752"
"02.02.2021 10:00 - 02.02.2021 10:15","69712","73052"
"02.02.2021 10:15 - 02.02.2021 10:30","70168","73250"
"02.02.2021 10:30 - 02.02.2021 10:45","69858","73517"
"02.02.2021 10:45 - 02.02.2021 11:00","70176","73562"
"02.02.2021 11:00 - 02.02.2021 11:15","70606","73952"
"02.02.2021 11:15 - 02.02.2021 11:30","70821","74456"
"02.02.2021 11:30 - 02.02.2021 11:45","71062","75087"
"02.02.2021 11:45 - 02.02.2021 12:00","71339","75525"
"02.02.2021 12:00 - 02.02.2021 12:15","71358","75126"
"02.02.2021 12:15 - 02.02.2021 12:30","70968","74770"
"02.02.2021 12:30 - 02.02.2021 12:45","70974","75086"
"02.02.2021 12:45 - 02.02.2021 13:00","70961","74961"
"02.02.2021 13:00 - 02.02.2021 13:15","70629","74800"
"02.02.2021 13:15 - 02.02.2021 13:30","70418","74160"
"02.02.2021 13:30 - 02.02.2021 13:45","69737","73355"
"02.02.2021 13:45 - 02.02.2021 14:00","69156","72705"
"02.02.2021 14:00 - 02.02.2021 14:15","68828","72573"
"02.02.2021 14:15 - 02.02.2021 14:30","68712","72316"
"02.02.2021 14:30 - 02.02.2021 14:45","68486","72102"
"02.02.2021 14:45 - 02.02.2021 15:00","68573","72006"
"02.02.2021 15:00 - 02.02.2021 15:15","68381","72033"
"02.02.2021 15:15 - 02.02.2021 15:30","68094","71772"
"02.02.2021 15:30 - 02.02.2021 15:45","67681","71470"
"02.02.2021 15:45 - 02.02.2021 16:00","67267","70982"
"02.02.2021 16:00 - 02.02.2021 16:15","66925","70729"
"02.02.2021 16:15 - 02.02.2021 16:30","66727","70677"
"02.02.2021 16:30 - 02.02.2021 16:45","66947","70699"
"02.02.2021 16:45 - 02.02.2021 17:00","67078","70908"
"02.02.2021 17:00 - 02.02.2021 17:15","67615","71700"
"02.02.2021 17:15 - 02.02.2021 17:30","68551","72632"
"02.02.2021 17:30 - 02.02.2021 17:45","69539","73416"
"02.02.2021 17:45 - 02.02.2021 18:00","70009","73985"
"02.02.2021 18:00 - 02.02.2021 18:15","69954","73931"
"02.02.2021 18:15 - 02.02.2021 18:30","69949","73847"
"02.02.2021 18:30 - 02.02.2021 18:45","69821","73847"
"02.02.2021 18:45 - 02.02.2021 19:00","69107","73439"
"02.02.2021 19:00 - 02.02.2021 19:15","68763","72684"
"02.02.2021 19:15 - 02.02.2021 19:30","67766","72020"
"02.02.2021 19:30 - 02.02.2021 19:45","67497","71448"
"02.02.2021 19:45 - 02.02.2021 20:00","67127","71152"
"02.02.2021 20:00 - 02.02.2021 20:15","65788","69659"
"02.02.2021 20:15 - 02.02.2021 20:30","64491","68805"
"02.02.2021 20:30 - 02.02.2021 20:45","63947","67949"
"02.02.2021 20:45 - 02.02.2021 21:00","62835","66978"
"02.02.2021 21:00 - 02.02.2021 21:15","62256","65821"
"02.02.2021 21:15 - 02.02.2021 21:30","61766","64825"
"02.02.2021 21:30 - 02.02.2021 21:45","60852","64123"
"02.02.2021 21:45 - 02.02.2021 22:00","60358","63124"
"02.02.2021 22:00 - 02.02.2021 22:15","60326","62609"
"02.02.2021 22:15 - 02.02.2021 22:30","59565","61787"
"02.02.2021 22:30 - 02.02.2021 22:45","58929","60591"
"02.02.2021 22:45 - 02.02.2021 23:00","57592","60013"
"02.02.2021 23:00 - 02.02.2021 23:15","56622","58939"
"02.02.2021 23:15 - 02.02.2021 23:30","55583","57894"
"02.02.2021 23:30 - 02.02.2021 23:45","54958","56919"
"02.02.2021 23:45 - 03.02.2021 00:00","54384","56116"
"03.02.2021 00:00 - 03.02.2021 00:15","53833","54579"
"03.02.2021 00:15 - 03.02.2021 00:30","52838","54094"
"03.02.2021 00:30 - 03.02.2021 00:45","52443","53484"
"03.02.2021 00:45 - 03.02.2021 01:00","51913","52868"
"03.02.2021 01:00 - 03.02.2021 01:15","51381","52361"
"03.02.2021 01:15 - 03.02.2021 01:30","50786","52135"
"03.02.2021 01:30 - 03.02.2021 01:45","50542","52105"
"03.02.2021 01:45 - 03.02.2021 02:00","50413","51734"
"03.02.2021 02:00 - 03.02.2021 02:15","49854","51310"
"03.02.2021 02:15 - 03.02.2021 02:30","49758","51138"
"03.02.2021 02:30 - 03.02.2021 02:45","49723","51236"
"03.02.2021 02:45 - 03.02.2021 03:00","49801","51266"
"03.02.2021 03:00 - 03.02.2021 03:15","49815","51375"
"03.02.2021 03:15 - 03.02.2021 03:30","50053","51378"
"03.02.2021 03:30 - 03.02.2021 03:45","50218","51289"
"03.02.2021 03:45 - 03.02.2021 04:00","50436","51718"
"03.02.2021 04:00 - 03.02.2021 04:15","50750","52075"
"03.02.2021 04:15 - 03.02.2021 04:30","51072","52527"
"03.02.2021 04:30 - 03.02.2021 04:45","51676","53185"
"03.02.2021 04:45 - 03.02.2021 05:00","52215","53674"
"03.02.2021 05:00 - 03.02.2021 05:15","53249","54999"
"03.02.2021 05:15 - 03.02.2021 05:30","53571","55687"
"03.02.2021 05:30 - 03.02.2021 05:45","54452","56705"
"03.02.2021 05:45 - 03.02.2021 06:00","55854","58285"
"03.02.2021 06:00 - 03.02.2021 06:15","58442","60839"
"03.02.2021 06:15 - 03.02.2021 06:30","60355","62855"
"03.02.2021 06:30 - 03.02.2021 06:45","61940","64299"
"03.02.2021 06:45 - 03.02.2021 07:00","63395","65886"
"03.02.2021 07:00 - 03.02.2021 07:15","65318","67911"
"03.02.2021 07:15 - 03.02.2021 07:30","66296","69030"
"03.02.2021 07:30 - 03.02.2021 07:45","67334","70412"
"03.02.2021 07:45 - 03.02.2021 08:00","68318","71222"
"03.02.2021 08:00 - 03.02.2021 08:15","68869","72251"
"03.02.2021 08:15 - 03.02.2021 08:30","69433","72692"
"03.02.2021 08:30 - 03.02.2021 08:45","69513","73366"
"03.02.2021 08:45 - 03.02.2021 09:00","69796","73497"
"03.02.2021 09:00 - 03.02.2021 09:15","69661","73376"
"03.02.2021 09:15 - 03.02.2021 09:30","70046","73436"
"03.02.2021 09:30 - 03.02.2021 09:45","70368","73894"
"03.02.2021 09:45 - 03.02.2021 10:00","70490","73916"
"03.02.2021 10:00 - 03.02.2021 10:15","70555","73768"
"03.02.2021 10:15 - 03.02.2021 10:30","70952","73962"
"03.02.2021 10:30 - 03.02.2021 10:45","71023","74447"
"03.02.2021 10:45 - 03.02.2021 11:00","71347","74746"
"03.02.2021 11:00 - 03.02.2021 11:15","71701","75283"
"03.02.2021 11:15 - 03.02.2021 11:30","72100","75731"
"03.02.2021 11:30 - 03.02.2021 11:45","72467","76082"
"03.02.2021 11:45 - 03.02.2021 12:00","72532","76084"
"03.02.2021 12:00 - 03.02.2021 12:15","72200","75840"
"03.02.2021 12:15 - 03.02.2021 12:30","71833","75681"
"03.02.2021 12:30 - 03.02.2021 12:45","71784","75391"
"03.02.2021 12:45 - 03.02.2021 13:00","71643","75455"
"03.02.2021 13:00 - 03.02.2021 13:15","71472","75644"
"03.02.2021 13:15 - 03.02.2021 13:30","71194","75202"
"03.02.2021 13:30 - 03.02.2021 13:45","70353","74638"
"03.02.2021 13:45 - 03.02.2021 14:00","69929","74030"
"03.02.2021 14:00 - 03.02.2021 14:15","69498","73354"
"03.02.2021 14:15 - 03.02.2021 14:30","69523","73433"
"03.02.2021 14:30 - 03.02.2021 14:45","69154","73359"
"03.02.2021 14:45 - 03.02.2021 15:00","69075","73157"
"03.02.2021 15:00 - 03.02.2021 15:15","68942","73024"
"03.02.2021 15:15 - 03.02.2021 15:30","68673","72166"
"03.02.2021 15:30 - 03.02.2021 15:45","68273","71980"
"03.02.2021 15:45 - 03.02.2021 16:00","67955","71917"
"03.02.2021 16:00 - 03.02.2021 16:15","67673","71518"
"03.02.2021 16:15 - 03.02.2021 16:30","67446","71457"
"03.02.2021 16:30 - 03.02.2021 16:45","67451","71787"
"03.02.2021 16:45 - 03.02.2021 17:00","67557","72333"
"03.02.2021 17:00 - 03.02.2021 17:15","67963","73263"
"03.02.2021 17:15 - 03.02.2021 17:30","68720","74118"
"03.02.2021 17:30 - 03.02.2021 17:45","69599","75197"
"03.02.2021 17:45 - 03.02.2021 18:00","70182","75791"
"03.02.2021 18:00 - 03.02.2021 18:15","70372","75920"
"03.02.2021 18:15 - 03.02.2021 18:30","70460","75604"
"03.02.2021 18:30 - 03.02.2021 18:45","70349","75154"
"03.02.2021 18:45 - 03.02.2021 19:00","69957","74892"
"03.02.2021 19:00 - 03.02.2021 19:15","69564","74503"
"03.02.2021 19:15 - 03.02.2021 19:30","68808","74012"
"03.02.2021 19:30 - 03.02.2021 19:45","68336","73737"
"03.02.2021 19:45 - 03.02.2021 20:00","67991","72964"
"03.02.2021 20:00 - 03.02.2021 20:15","66984","71449"
"03.02.2021 20:15 - 03.02.2021 20:30","65897","70646"
"03.02.2021 20:30 - 03.02.2021 20:45","64996","69781"
"03.02.2021 20:45 - 03.02.2021 21:00","63991","68601"
"03.02.2021 21:00 - 03.02.2021 21:15","63341","67403"
"03.02.2021 21:15 - 03.02.2021 21:30","62692","66787"
"03.02.2021 21:30 - 03.02.2021 21:45","61889","65649"
"03.02.2021 21:45 - 03.02.2021 22:00","61382","64993"
"03.02.2021 22:00 - 03.02.2021 22:15","61243","64520"
"03.02.2021 22:15 - 03.02.2021 22:30","60520","63855"
"03.02.2021 22:30 - 03.02.2021 22:45","59584","62860"
"03.02.2021 22:45 - 03.02.2021 23:00","58632","61795"
"03.02.2021 23:00 - 03.02.2021 23:15","57417","60579"
"03.02.2021 23:15 - 03.02.2021 23:30","56436","59392"
"03.02.2021 23:30 - 03.02.2021 23:45","55562","58230"
"03.02.2021 23:45 - 04.02.2021 00:00","54990","57533"
"04.02.2021 00:00 - 04.02.2021 00:15","53821","56723"
"04.02.2021 00:15 - 04.02.2021 00:30","52614","55847"
"04.02.2021 00:30 - 04.02.2021 00:45","52329","55116"
"04.02.2021 00:45 - 04.02.2021 01:00","51934","54330"
"04.02.2021 01:00 - 04.02.2021 01:15","51650","53788"
"04.02.2021 01:15 - 04.02.2021 01:30","50690","53436"
"04.02.2021 01:30 - 04.02.2021 01:45","50566","53103"
"04.02.2021 01:45 - 04.02.2021 02:00","50682","52804"
"04.02.2021 02:00 - 04.02.2021 02:15","50043","52519"
"04.02.2021 02:15 - 04.02.2021 02:30","49945","52062"
"04.02.2021 02:30 - 04.02.2021 02:45","49778","52203"
"04.02.2021 02:45 - 04.02.2021 03:00","49840","52320"
"04.02.2021 03:00 - 04.02.2021 03:15","49824","52507"
"04.02.2021 03:15 - 04.02.2021 03:30","50296","52371"
"04.02.2021 03:30 - 04.02.2021 03:45","50392","52846"
"04.02.2021 03:45 - 04.02.2021 04:00","50718","52981"
"04.02.2021 04:00 - 04.02.2021 04:15","50920","53270"
"04.02.2021 04:15 - 04.02.2021 04:30","51303","53458"
"04.02.2021 04:30 - 04.02.2021 04:45","52452","53930"
"04.02.2021 04:45 - 04.02.2021 05:00","53121","54476"
"04.02.2021 05:00 - 04.02.2021 05:15","53978","55336"
"04.02.2021 05:15 - 04.02.2021 05:30","54188","56060"
"04.02.2021 05:30 - 04.02.2021 05:45","55042","56862"
"04.02.2021 05:45 - 04.02.2021 06:00","56527","58525"
"04.02.2021 06:00 - 04.02.2021 06:15","59156","61398"
"04.02.2021 06:15 - 04.02.2021 06:30","60899","62955"
"04.02.2021 06:30 - 04.02.2021 06:45","62381","64571"
"04.02.2021 06:45 - 04.02.2021 07:00","63683","65743"
"04.02.2021 07:00 - 04.02.2021 07:15","65554","68302"
"04.02.2021 07:15 - 04.02.2021 07:30","66642","69610"
"04.02.2021 07:30 - 04.02.2021 07:45","67497","70237"
"04.02.2021 07:45 - 04.02.2021 08:00","68093","70734"
"04.02.2021 08:00 - 04.02.2021 08:15","68692","71865"
"04.02.2021 08:15 - 04.02.2021 08:30","68929","72202"
"04.02.2021 08:30 - 04.02.2021 08:45","69330","72247"
"04.02.2021 08:45 - 04.02.2021 09:00","69751","72145"
"04.02.2021 09:00 - 04.02.2021 09:15","69801","71690"
"04.02.2021 09:15 - 04.02.2021 09:30","70311","72052"
"04.02.2021 09:30 - 04.02.2021 09:45","70583","72579"
"04.02.2021 09:45 - 04.02.2021 10:00","71084","72249"
"04.02.2021 10:00 - 04.02.2021 10:15","70982","71908"
"04.02.2021 10:15 - 04.02.2021 10:30","71462","71631"
"04.02.2021 10:30 - 04.02.2021 10:45","71384","71991"
"04.02.2021 10:45 - 04.02.2021 11:00","71539","72249"
"04.02.2021 11:00 - 04.02.2021 11:15","71542","72821"
"04.02.2021 11:15 - 04.02.2021 11:30","71470","73091"
"04.02.2021 11:30 - 04.02.2021 11:45","71954","72964"
"04.02.2021 11:45 - 04.02.2021 12:00","72017","73065"
"04.02.2021 12:00 - 04.02.2021 12:15","71427","72411"
"04.02.2021 12:15 - 04.02.2021 12:30","71322","72320"
"04.02.2021 12:30 - 04.02.2021 12:45","71126","72083"
"04.02.2021 12:45 - 04.02.2021 13:00","70989","71836"
"04.02.2021 13:00 - 04.02.2021 13:15","71112","71270"
"04.02.2021 13:15 - 04.02.2021 13:30","71101","70626"
"04.02.2021 13:30 - 04.02.2021 13:45","70261","69861"
"04.02.2021 13:45 - 04.02.2021 14:00","70094","69311"
"04.02.2021 14:00 - 04.02.2021 14:15","69635","68746"
"04.02.2021 14:15 - 04.02.2021 14:30","69651","68355"
"04.02.2021 14:30 - 04.02.2021 14:45","69345","67963"
"04.02.2021 14:45 - 04.02.2021 15:00","68986","67716"
"04.02.2021 15:00 - 04.02.2021 15:15","69076","67937"
"04.02.2021 15:15 - 04.02.2021 15:30","68877","67546"
"04.02.2021 15:30 - 04.02.2021 15:45","68438","67373"
"04.02.2021 15:45 - 04.02.2021 16:00","68116","67160"
"04.02.2021 16:00 - 04.02.2021 16:15","67770","67117"
"04.02.2021 16:15 - 04.02.2021 16:30","67715","66944"
"04.02.2021 16:30 - 04.02.2021 16:45","67863","66941"
"04.02.2021 16:45 - 04.02.2021 17:00","67832","67362"
"04.02.2021 17:00 - 04.02.2021 17:15","68393","68330"
"04.02.2021 17:15 - 04.02.2021 17:30","69206","69194"
"04.02.2021 17:30 - 04.02.2021 17:45","70174","70380"
"04.02.2021 17:45 - 04.02.2021 18:00","70644","71502"
"04.02.2021 18:00 - 04.02.2021 18:15","70626","71764"
"04.02.2021 18:15 - 04.02.2021 18:30","70682","71615"
"04.02.2021 18:30 - 04.02.2021 18:45","70621","71419"
"04.02.2021 18:45 - 04.02.2021 19:00","70288","71367"
"04.02.2021 19:00 - 04.02.2021 19:15","70319","70955"
"04.02.2021 19:15 - 04.02.2021 19:30","69713","70292"
"04.02.2021 19:30 - 04.02.2021 19:45","69276","69762"
"04.02.2021 19:45 - 04.02.2021 20:00","68781","69309"
"04.02.2021 20:00 - 04.02.2021 20:15","67753","67974"
"04.02.2021 20:15 - 04.02.2021 20:30","66453","67084"
"04.02.2021 20:30 - 04.02.2021 20:45","65484","65963"
"04.02.2021 20:45 - 04.02.2021 21:00","64449","64836"
"04.02.2021 21:00 - 04.02.2021 21:15","63586","64119"
"04.02.2021 21:15 - 04.02.2021 21:30","62773","63355"
"04.02.2021 21:30 - 04.02.2021 21:45","61641","62320"
"04.02.2021 21:45 - 04.02.2021 22:00","61062","61560"
"04.02.2021 22:00 - 04.02.2021 22:15","60837","60879"
"04.02.2021 22:15 - 04.02.2021 22:30","60050","60445"
"04.02.2021 22:30 - 04.02.2021 22:45","59294","59602"
"04.02.2021 22:45 - 04.02.2021 23:00","58246","58532"
"04.02.2021 23:00 - 04.02.2021 23:15","57318","57542"
"04.02.2021 23:15 - 04.02.2021 23:30","56473","56657"
"04.02.2021 23:30 - 04.02.2021 23:45","55718","56258"
"04.02.2021 23:45 - 05.02.2021 00:00","55170","55476"
"05.02.2021 00:00 - 05.02.2021 00:15","54238","54240"
"05.02.2021 00:15 - 05.02.2021 00:30","53345","53488"
"05.02.2021 00:30 - 05.02.2021 00:45","52789","52666"
"05.02.2021 00:45 - 05.02.2021 01:00","52293","52349"
"05.02.2021 01:00 - 05.02.2021 01:15","51114","51705"
"05.02.2021 01:15 - 05.02.2021 01:30","51020","51430"
"05.02.2021 01:30 - 05.02.2021 01:45","50795","51464"
"05.02.2021 01:45 - 05.02.2021 02:00","50219","51480"
"05.02.2021 02:00 - 05.02.2021 02:15","50057","50779"
"05.02.2021 02:15 - 05.02.2021 02:30","50079","50991"
"05.02.2021 02:30 - 05.02.2021 02:45","49919","51080"
"05.02.2021 02:45 - 05.02.2021 03:00","49971","51162"
"05.02.2021 03:00 - 05.02.2021 03:15","50019","51296"
"05.02.2021 03:15 - 05.02.2021 03:30","50060","51219"
"05.02.2021 03:30 - 05.02.2021 03:45","50010","51390"
"05.02.2021 03:45 - 05.02.2021 04:00","50217","51718"
"05.02.2021 04:00 - 05.02.2021 04:15","50643","52219"
"05.02.2021 04:15 - 05.02.2021 04:30","50874","52446"
"05.02.2021 04:30 - 05.02.2021 04:45","51108","53131"
"05.02.2021 04:45 - 05.02.2021 05:00","51364","53722"
"05.02.2021 05:00 - 05.02.2021 05:15","52377","54906"
"05.02.2021 05:15 - 05.02.2021 05:30","52736","55223"
"05.02.2021 05:30 - 05.02.2021 05:45","53641","55891"
"05.02.2021 05:45 - 05.02.2021 06:00","54895","57026"
"05.02.2021 06:00 - 05.02.2021 06:15","57265","59005"
"05.02.2021 06:15 - 05.02.2021 06:30","58953","60766"
"05.02.2021 06:30 - 05.02.2021 06:45","60620","62541"
"05.02.2021 06:45 - 05.02.2021 07:00","61806","64133"
"05.02.2021 07:00 - 05.02.2021 07:15","63575","66348"
"05.02.2021 07:15 - 05.02.2021 07:30","65101","67523"
"05.02.2021 07:30 - 05.02.2021 07:45","66418","68570"
"05.02.2021 07:45 - 05.02.2021 08:00","67145","69225"
"05.02.2021 08:00 - 05.02.2021 08:15","67472","69821"
"05.02.2021 08:15 - 05.02.2021 08:30","68121","70283"
"05.02.2021 08:30 - 05.02.2021 08:45","68366","70669"
"05.02.2021 08:45 - 05.02.2021 09:00","68473","70784"
"05.02.2021 09:00 - 05.02.2021 09:15","68148","70671"
"05.02.2021 09:15 - 05.02.2021 09:30","68744","70981"
"05.02.2021 09:30 - 05.02.2021 09:45","68816","71250"
"05.02.2021 09:45 - 05.02.2021 10:00","69021","71601"
"05.02.2021 10:00 - 05.02.2021 10:15","69110","71662"
"05.02.2021 10:15 - 05.02.2021 10:30","69467","71906"
"05.02.2021 10:30 - 05.02.2021 10:45","69663","72023"
"05.02.2021 10:45 - 05.02.2021 11:00","69779","72268"
"05.02.2021 11:00 - 05.02.2021 11:15","70106","72622"
"05.02.2021 11:15 - 05.02.2021 11:30","70533","72911"
"05.02.2021 11:30 - 05.02.2021 11:45","70581","73065"
"05.02.2021 11:45 - 05.02.2021 12:00","70548","73183"
"05.02.2021 12:00 - 05.02.2021 12:15","70043","72795"
"05.02.2021 12:15 - 05.02.2021 12:30","69753","72313"
"05.02.2021 12:30 - 05.02.2021 12:45","69794","71551"
"05.02.2021 12:45 - 05.02.2021 13:00","69585","71182"
"05.02.2021 13:00 - 05.02.2021 13:15","69481","70990"
"05.02.2021 13:15 - 05.02.2021 13:30","69076","70791"
"05.02.2021 13:30 - 05.02.2021 13:45","68268","70302"
"05.02.2021 13:45 - 05.02.2021 14:00","67886","69851"
"05.02.2021 14:00 - 05.02.2021 14:15","67517","69571"
"05.02.2021 14:15 - 05.02.2021 14:30","67300","69305"
"05.02.2021 14:30 - 05.02.2021 14:45","66598","68891"
"05.02.2021 14:45 - 05.02.2021 15:00","66318","68431"
"05.02.2021 15:00 - 05.02.2021 15:15","66437","68345"
"05.02.2021 15:15 - 05.02.2021 15:30","65672","68040"
"05.02.2021 15:30 - 05.02.2021 15:45","65692","67827"
"05.02.2021 15:45 - 05.02.2021 16:00","65336","67509"
"05.02.2021 16:00 - 05.02.2021 16:15","65113","67533"
"05.02.2021 16:15 - 05.02.2021 16:30","64958","67736"
"05.02.2021 16:30 - 05.02.2021 16:45","65722","67842"
"05.02.2021 16:45 - 05.02.2021 17:00","65638","67960"
"05.02.2021 17:00 - 05.02.2021 17:15","66062","68908"
"05.02.2021 17:15 - 05.02.2021 17:30","66759","69573"
"05.02.2021 17:30 - 05.02.2021 17:45","67518","70500"
"05.02.2021 17:45 - 05.02.2021 18:00","67914","71456"
"05.02.2021 18:00 - 05.02.2021 18:15","68061","71647"
"05.02.2021 18:15 - 05.02.2021 18:30","68268","71390"
"05.02.2021 18:30 - 05.02.2021 18:45","68112","71075"
"05.02.2021 18:45 - 05.02.2021 19:00","67536","70769"
"05.02.2021 19:00 - 05.02.2021 19:15","67283","70071"
"05.02.2021 19:15 - 05.02.2021 19:30","66552","69445"
"05.02.2021 19:30 - 05.02.2021 19:45","66119","68807"
"05.02.2021 19:45 - 05.02.2021 20:00","65766","68353"
"05.02.2021 20:00 - 05.02.2021 20:15","64697","67164"
"05.02.2021 20:15 - 05.02.2021 20:30","63626","66199"
"05.02.2021 20:30 - 05.02.2021 20:45","62783","65100"
"05.02.2021 20:45 - 05.02.2021 21:00","61721","64246"
"05.02.2021 21:00 - 05.02.2021 21:15","60820","63458"
"05.02.2021 21:15 - 05.02.2021 21:30","60023","62646"
"05.02.2021 21:30 - 05.02.2021 21:45","59105","61513"
"05.02.2021 21:45 - 05.02.2021 22:00","58672","60846"
"05.02.2021 22:00 - 05.02.2021 22:15","58783","60625"
"05.02.2021 22:15 - 05.02.2021 22:30","58026","60107"
"05.02.2021 22:30 - 05.02.2021 22:45","57490","59299"
"05.02.2021 22:45 - 05.02.2021 23:00","56485","58532"
"05.02.2021 23:00 - 05.02.2021 23:15","55333","57638"
"05.02.2021 23:15 - 05.02.2021 23:30","54484","56945"
"05.02.2021 23:30 - 05.02.2021 23:45","53850","56087"
"05.02.2021 23:45 - 06.02.2021 00:00","53268","55441"
"06.02.2021 00:00 - 06.02.2021 00:15","50345","53457"
"06.02.2021 00:15 - 06.02.2021 00:30","49420","53055"
"06.02.2021 00:30 - 06.02.2021 00:45","48941","52362"
"06.02.2021 00:45 - 06.02.2021 01:00","48415","51574"
"06.02.2021 01:00 - 06.02.2021 01:15","47891","51176"
"06.02.2021 01:15 - 06.02.2021 01:30","47268","50597"
"06.02.2021 01:30 - 06.02.2021 01:45","46901","50068"
"06.02.2021 01:45 - 06.02.2021 02:00","46612","50134"
"06.02.2021 02:00 - 06.02.2021 02:15","46533","49546"
"06.02.2021 02:15 - 06.02.2021 02:30","46635","49528"
"06.02.2021 02:30 - 06.02.2021 02:45","46414","49410"
